Timestamp,Age,Industry,Job_title,Salary,Additional_compensation,Currency,Other_currency,Country,State,City,Overall_work_experience,Field_years_experience,Education,Gender,Race
2021-05-07T07:17:36.224Z,25-34,Nonprofits,Database Specialist,60320,15000,USD,,United States,California,Irvine,8 - 10 years,8 - 10 years,College degree,,White
2021-05-07T07:18:37.165Z,25-34,Health care,Physician Assistant,135000,15000,USD,,United States,,Springfield,2 - 4 years,2 - 4 years,Master's degree,Woman,White
2021-05-07T07:19:17.327Z,55-64,Law,Legal Assistant,85000,8000,USD,,United States,California,San Jose,41 years or more,31 - 40 years,Master's degree,Woman,White
2021-05-07T07:37:34.252Z,35-44,Entertainment,Vice President,185000,9000,USD,,United States,California,San Francisco,11 - 20 years,11 - 20 years,Master's degree,Man,White
2021-05-07T07:48:49.975Z,18-24,Social Work,housing case manager,52000,0,USD,,United States,Indiana,South Bend,1 year or less,1 year or less,College degree,Woman,White
2021-05-07T07:50:34.884Z,25-34,Social Work,Social worker,78000,0,USD,,United States,California,San Jose,11 - 20 years,8 - 10 years,Master's degree,Woman,Black or African American
2021-05-07T08:00:25.725Z,25-34,"Accounting, Banking & Finance",Accountant,82198,0,USD,,United States,Wisconsin,Madison,5-7 years,5-7 years,College degree,Woman,White
2021-05-07T08:18:03.522Z,35-44,Education (Primary/Secondary),Special Education Teacher,67500,7000,USD,,United States,Colorado,Denver,11 - 20 years,8 - 10 years,Master's degree,Woman,White
2021-05-07T08:20:46.842Z,25-34,Insurance,Director General,115000,10000,GBP,,United Kingdom,,London,11 - 20 years,11 - 20 years,College degree,Man,White
2021-05-07T09:20:44.386Z,25-34,Market Research,Research manager,38000,3000,GBP,,United Kingdom,,London,5-7 years,5-7 years,Master's degree,Woman,Another option not listed here or prefer not to answer
2021-05-07T09:31:45.380Z,25-34,Veterinary,Veterinary surgical assistant,36000,500,USD,,United States,South Carolina,Charleston,5-7 years,1 year or less,Some college,Woman,White
2021-05-07T09:32:31.520Z,25-34,Law,Associate,300000,500,USD,,Japan,,Tokyo,5-7 years,5-7 years,"Professional degree (MD, JD, etc.)",Woman,
2021-05-07T09:57:57.766Z,25-34,Warehousing,Supervisor,60000,0,USD,,United States,Minnesota,Northwest,8 - 10 years,8 - 10 years,College degree,Man,White
2021-05-07T09:59:42.466Z,25-34,Rural electrification,Director of Business Development,60000,0,USD,,Kenya,,Nairobi,5-7 years,5-7 years,College degree,Woman,White
2021-05-07T10:03:28.028Z,18-24,Retail,Ecommerce Merchandiser,54000,2000,USD,,United States,California,Los Angeles,2 - 4 years,2 - 4 years,College degree,Woman,Asian or Asian American
2021-05-07T10:18:17.028Z,45-54,Education (Primary/Secondary),Vice Principal,640000,2000,USD,DKK,Denmark,,A small city,11 - 20 years,11 - 20 years,Master's degree,Man,White
2021-05-07T10:25:51.626Z,35-44,"Marketing, Advertising & PR",Solutions Engineer,52000,0,EUR,,Italy,,Torino,11 - 20 years,11 - 20 years,College degree,Man,White
2021-05-07T12:04:32.671Z,18-24,Property or Construction,Real Estate Agent,43352,40000,AUD/NZD,,Australia,,Sydney,5-7 years,2 - 4 years,High School,Woman,Another option not listed here or prefer not to answer
2021-05-07T12:20:13.853Z,35-44,"Accounting, Banking & Finance",Compliance & Finance Manager,100521,0,AUD/NZD,,Australia,,Melbourne,11 - 20 years,11 - 20 years,College degree,Woman,White
2021-05-07T12:48:38.748Z,25-34,Architecture,Associate Architect,65000,0,USD,,United States,Illinois,Chicago,2 - 4 years,2 - 4 years,College degree,Woman,Another option not listed here or prefer not to answer
2021-05-07T13:17:52.099Z,25-34,Computing or Tech,"Director, Global Partnerships",110000,220000,AUD/NZD,,Australia,,Sydney,5-7 years,5-7 years,"Professional degree (MD, JD, etc.)",Man,White
2021-05-07T13:19:34.364Z,25-34,Education (Higher Education),Research Associate,40500,0,GBP,,United Kingdom,,Glasgow,5-7 years,5-7 years,PhD,Woman,White
2021-05-07T13:23:17.967Z,25-34,Business or Consulting,Consultant,175000,17000,USD,,United States,Massachusetts,Boston,11 - 20 years,5-7 years,Master's degree,Woman,White
2021-05-07T13:33:13.688Z,35-44,Sales,Account Manager,41700,1000,USD,,United States,Missouri,Sweet Springs,5-7 years,2 - 4 years,High School,Woman,White
2021-05-07T13:36:40.963Z,25-34,Engineering,Distribution Center Engineer,92700,7000,USD,,United States,Georgia,Atlanta,11 - 20 years,8 - 10 years,College degree,Woman,White
2021-05-07T14:05:40.764Z,25-34,Nonprofits,Social Media and Website Editor,30000,7000,GBP,,United Kingdom,,London,5-7 years,2 - 4 years,Master's degree,Non-binary,White
2021-05-07T14:13:48.639Z,45-54,Online learning,Editor,43000,0,USD,,United States,Pennsylvania,Scranton,21 - 30 years,21 - 30 years,College degree,Woman,White
2021-05-07T14:41:44.691Z,25-34,Engineering,Geologist,71000,0,USD,,United States,Utah,Salt Lake City,5-7 years,5-7 years,Master's degree,Woman,White
2021-05-07T14:53:31.697Z,35-44,Psychologist,Psychologist,60000,0,USD,,United States,Indiana,West Lafayette,8 - 10 years,5-7 years,PhD,Man,White
2021-05-07T15:04:35.790Z,25-34,Health care,research coordinator,52000,0,USD,,United States,New York,Albany,8 - 10 years,8 - 10 years,College degree,Woman,White
2021-05-07T15:15:48.539Z,55-64,Education (Higher Education),Assistant Professor,175000,0,USD,,United States,Michigan,East Lansing,21 - 30 years,21 - 30 years,PhD,Man,White
2021-05-07T15:17:36.563Z,35-44,Health care,IT Manager,114695,0,USD,,United States,Ohio,Cincinnati,8 - 10 years,8 - 10 years,"Professional degree (MD, JD, etc.)",Woman,White
2021-05-07T15:18:42.305Z,35-44,Law,Paralegal (Sr),66000,5000,USD,,United States,Texas,Austin,11 - 20 years,11 - 20 years,College degree,Woman,White
2021-05-07T15:23:42.573Z,25-34,Sales,Sales Manager,26000,1000,USD,,United States,New York,New York City,5-7 years,5-7 years,College degree,Woman,White
2021-05-07T15:38:07.339Z,25-34,"Accounting, Banking & Finance",Business Liaison Consultant 3,100000,20000,USD,,United States,Minnesota,Minneapolis,8 - 10 years,8 - 10 years,College degree,Man,White
2021-05-07T15:45:12.994Z,35-44,Education (Higher Education),Learning Designer,39000,0,GBP,,United Kingdom,,London,11 - 20 years,11 - 20 years,Master's degree,Woman,White
2021-05-07T15:48:16.226Z,25-34,Veterinary,Veterinarian,227000,1500,USD,,United States,Virginia,Charlottesville,5-7 years,5-7 years,"Professional degree (MD, JD, etc.)",Woman,White
2021-05-07T15:48:43.442Z,35-44,Government and Public Administration,Program Specialist,64000,0,USD,,United States,Maryland,Baltimore,11 - 20 years,8 - 10 years,Master's degree,Woman,White
2021-05-07T15:52:53.526Z,25-34,Law,Research and Project Coordinator,65000,0,USD,,United States,Indiana,Indianapolis,5-7 years,5-7 years,Master's degree,Woman,White
2021-05-07T16:00:57.446Z,45-54,Computing or Tech,Product Owner,125700,5700,USD,,United States,Colorado,Denver,21 - 30 years,21 - 30 years,High School,Man,White
2021-05-07T16:02:34.945Z,35-44,"Accounting, Banking & Finance",Accounting Manager,112000,11000,USD,,United States,Washington,Seattle,11 - 20 years,8 - 10 years,College degree,Woman,White
2021-05-07T16:02:37.018Z,25-34,Media & Digital,Software Engineer,130000,10000,USD,,United States,New York,NYC,2 - 4 years,2 - 4 years,College degree,Man,White
2021-05-07T16:03:39.651Z,25-34,Nonprofits,Program Manager,70000,1000,USD,,United States,Ohio,Columbus,8 - 10 years,8 - 10 years,Master's degree,Man,White
2021-05-07T16:07:56.674Z,35-44,Transport or Logistics,Liquid Billing Analyst,36400,1000,USD,,United States,Kentucky,Louisville,11 - 20 years,1 year or less,College degree,Woman,Native American or Alaska Native
2021-05-07T16:16:35.521Z,35-44,Nonprofits,Marketing Director,107000,10700,USD,,United States,Illinois,Chicago,11 - 20 years,11 - 20 years,Master's degree,Woman,White
2021-05-07T16:18:29.768Z,35-44,Government and Public Administration,Transportation Engineer,80000,10700,USD,,United States,Texas,Houston,11 - 20 years,11 - 20 years,College degree,Woman,Black or African American
2021-05-07T16:21:47.402Z,35-44,Government and Public Administration,Senior Planner,64000,0,USD,,United States,Pennsylvania,Pittsburgh,11 - 20 years,11 - 20 years,Master's degree,Woman,White
2021-05-07T16:24:46.591Z,35-44,Education (Higher Education),Associate Professor,51000,5000,USD,,United States,Wisconsin,Stevens Point,11 - 20 years,8 - 10 years,PhD,Woman,White
2021-05-07T16:34:16.797Z,35-44,"Accounting, Banking & Finance",PA to the CEO & Office Manager,50000,1800,GBP,,United Kingdom,,London,8 - 10 years,8 - 10 years,Master's degree,Woman,White
2021-05-07T16:38:22.882Z,35-44,Government and Public Administration,Senior Policy Analyst,98000,1800,CAD,,Canada,,Ottawa,8 - 10 years,2 - 4 years,College degree,Man,Asian or Asian American
2021-05-07T16:40:53.313Z,35-44,Government and Public Administration,Business Intelligence Analyst,80000,9600,USD,,United States,California,San Bernardino,11 - 20 years,2 - 4 years,Master's degree,Man,"Hispanic, Latino, or Spanish origin"
2021-05-07T16:46:23.107Z,25-34,Business or Consulting,EHS specialist consultant,42000,0,USD,,United States,Ohio,"Elkton, VA",8 - 10 years,1 year or less,College degree,Woman,White
2021-05-07T16:52:13.648Z,25-34,Government and Public Administration,Lead social scientist,120000,1000,USD,,United States,Virginia,Tyson's Corner,11 - 20 years,8 - 10 years,PhD,Man,White
2021-05-07T17:01:49.736Z,35-44,"Marketing, Advertising & PR",Marketing Director,106000,0,USD,,United States,New York,Albany,11 - 20 years,11 - 20 years,College degree,Woman,White
2021-05-07T17:02:10.800Z,35-44,Nonprofits,Senior Associate,76000,0,USD,,United States,District of Columbia,"Washington, DC",11 - 20 years,8 - 10 years,College degree,Woman,White
2021-05-07T17:15:12.134Z,25-34,Media & Digital,Technical Solutions Manager,37500,0,GBP,,United Kingdom,,London,5-7 years,5-7 years,College degree,Woman,White
2021-05-07T17:18:23.343Z,25-34,Media & Digital,Editorial Analyst,50000,0,USD,,United States,Illinois,Chicago,5-7 years,1 year or less,College degree,Woman,White
2021-05-07T17:36:51.550Z,35-44,"Accounting, Banking & Finance",Controller,165000,3000,USD,,United States,Nebraska,Fairbury,11 - 20 years,11 - 20 years,Master's degree,Woman,White
2021-05-07T17:37:20.125Z,35-44,Engineering,Software Engineer,140000,5000,USD,,United States,New Jersey,Remote,5-7 years,5-7 years,College degree,Woman,"Hispanic, Latino, or Spanish origin"
2021-05-07T17:38:53.547Z,35-44,Nonprofits,Creative Director,89000,1000,USD,,United States,District of Columbia,Washington,11 - 20 years,11 - 20 years,College degree,Woman,White
2021-05-07T17:43:47.727Z,25-34,"Marketing, Advertising & PR",Assistant Director,92800,4500,USD,,United States,California,Redwood City,11 - 20 years,2 - 4 years,College degree,Woman,White
2021-05-07T17:53:30.472Z,25-34,Government and Public Administration,Policy Analyst,95000,4500,USD,,United States,Virginia,Arlington,11 - 20 years,8 - 10 years,Master's degree,Woman,White
2021-05-07T17:53:59.534Z,45-54,Business or Consulting,Agile Coach,220000,4500,USD,,United States,Maryland,"Washington, DC",11 - 20 years,8 - 10 years,College degree,Woman,"Asian or Asian American, Middle Eastern or Northern African"
2021-05-07T18:13:39.020Z,25-34,Computing or Tech,Data Protection Manager,80000,15000,GBP,,United Kingdom,,London,8 - 10 years,2 - 4 years,Master's degree,Non-binary,White
2021-05-07T18:18:21.482Z,25-34,Engineering,Mechanical Engineer,82000,0,USD,,United States,Georgia,Warner Robins,8 - 10 years,5-7 years,Master's degree,Woman,White
2021-05-07T18:27:53.386Z,25-34,Government and Public Administration,Public Health Advisor,103550,2000,USD,,United States,Georgia,Atlanta,11 - 20 years,8 - 10 years,Master's degree,Woman,White
2021-05-07T18:32:14.436Z,25-34,Education (Higher Education),Research Assistant,65000,0,USD,,United States,Ohio,Rootstown,5-7 years,5-7 years,PhD,Woman,White
2021-05-07T18:33:41.036Z,45-54,Nonprofits,Senior server administrator,91000,0,USD,,United States,Virginia,Alexandria,21 - 30 years,21 - 30 years,College degree,Woman,White
2021-05-07T18:53:56.124Z,25-34,Government and Public Administration,Community Development Planner,72000,0,USD,,United States,Massachusetts,Barnstable,8 - 10 years,5-7 years,Master's degree,Woman,White
2021-05-07T18:59:36.917Z,25-34,Health care,MD PhD candidate,47053,0,EUR,,Netherlands,,Leiden,1 year or less,1 year or less,"Professional degree (MD, JD, etc.)",Woman,White
2021-05-07T19:04:47.794Z,25-34,International Development,Senior Program Management Associate,55000,1000,USD,,United States,District of Columbia,"Washington, DC",5-7 years,5-7 years,College degree,Man,White
2021-05-07T19:06:40.286Z,25-34,Education (Higher Education),Residency Coordinator,54700,1000,USD,,United States,California,Fresno,5-7 years,1 year or less,College degree,Woman,Asian or Asian American
2021-05-07T19:07:43.260Z,35-44,Social Work,Senior Social Worker,67500,0,USD,,United States,Louisiana,New Orleans,11 - 20 years,8 - 10 years,Master's degree,Woman,White
2021-05-07T19:15:34.494Z,25-34,Computing or Tech,Senior Software Engineer,125000,0,USD,,United States,Colorado,Colorado Springs,11 - 20 years,11 - 20 years,College degree,Man,White
2021-05-07T19:18:48.898Z,25-34,Education (Higher Education),Project Coordinator,70040,0,USD,,United States,Michigan,Ann Arbor,5-7 years,5-7 years,Master's degree,Woman,White
2021-05-07T19:19:04.910Z,35-44,Business or Consulting,Senior consultant,82000,2000,USD,,United States,Georgia,Atlanta,11 - 20 years,8 - 10 years,Master's degree,Man,White
2021-05-07T19:22:37.370Z,35-44,Art & Design,UX/Product Designer,110000,40000,CAD,,Canada,,Vancouver,8 - 10 years,5-7 years,Master's degree,Woman,White
2021-05-07T19:23:14.360Z,35-44,Nonprofits,Editor II,57000,4000,USD,,United States,Pennsylvania,West Conshohocken,11 - 20 years,8 - 10 years,Master's degree,Woman,White
2021-05-07T19:25:42.358Z,25-34,Education (Higher Education),Research Associate,48000,4000,USD,,United States,Ohio,Columbus,2 - 4 years,1 year or less,Master's degree,Man,White
2021-05-07T19:26:46.906Z,25-34,Engineering,Senior Supply Chain Manager,143000,28000,USD,,United States,New Jersey,Allentown,11 - 20 years,8 - 10 years,College degree,Man,White
2021-05-07T19:27:36.755Z,35-44,"Marketing, Advertising & PR",Video Editor,96000,28000,USD,,United States,Michigan,Detroit,11 - 20 years,11 - 20 years,College degree,Woman,White
2021-05-07T19:29:36.446Z,35-44,Business or Consulting,Senior Executive Assistant,90000,0,USD,,United States,New Jersey,Florham Park,11 - 20 years,2 - 4 years,Master's degree,Woman,"Hispanic, Latino, or Spanish origin"
2021-05-07T19:43:35.190Z,35-44,Media & Digital,Senior Product Manager,110000,0,USD,,United States,New York,NYC,11 - 20 years,5-7 years,College degree,Non-binary,White
2021-05-07T19:46:43.405Z,25-34,Engineering,Structural Engineer,72000,0,USD,,United States,Ohio,"Columbus, OH",2 - 4 years,1 year or less,Master's degree,Woman,Asian or Asian American
2021-05-07T19:50:09.195Z,25-34,Education (Higher Education),Administrative Assistant,32000,0,USD,,United States,Pennsylvania,Pittsburgh,8 - 10 years,2 - 4 years,Some college,Non-binary,White
2021-05-07T19:56:45.198Z,25-34,Health care,Director of Donor Relations,125000,0,USD,,United States,New York,New York,5-7 years,5-7 years,Master's degree,Woman,White
2021-05-07T20:01:31.205Z,25-34,Engineering,Regional Safety Manager,127500,12500,USD,,United States,Maryland,Baltimore,5-7 years,5-7 years,Master's degree,Woman,Black or African American
2021-05-07T20:01:44.359Z,25-34,Social Work,Therapist,44500,0,USD,,United States,Pennsylvania,Pittsburgh,5-7 years,5-7 years,Master's degree,Woman,White
2021-05-07T20:01:48.913Z,25-34,Business or Consulting,Associate Brand Manager,110000,10000,USD,,United States,Minnesota,Minneapolis,5-7 years,1 year or less,Master's degree,Woman,Asian or Asian American
2021-05-07T20:02:34.125Z,25-34,Engineering,Project Engineer,87800,13000,USD,,United States,North Carolina,Raleigh,8 - 10 years,2 - 4 years,College degree,Woman,Black or African American
2021-05-07T20:21:19.022Z,25-34,Education (Higher Education),Internship Program Coordinator,45777,0,USD,,United States,Minnesota,Saint Paul,8 - 10 years,5-7 years,College degree,Woman,White
2021-05-07T20:23:16.023Z,25-34,Business or Consulting,Data Visualization Consultant,63560,3300,EUR,,Belgium,,Antwerp,5-7 years,5-7 years,Master's degree,Woman,White
2021-05-07T20:34:27.407Z,45-54,Education (Higher Education),Adjunct Professor,41000,3300,USD,,United States,California,Sacramento,8 - 10 years,8 - 10 years,PhD,Woman,White
2021-05-07T20:35:40.368Z,35-44,Nonprofits,"Director, Fund Development",80000,0,USD,,United States,California,Oakland,11 - 20 years,8 - 10 years,College degree,Woman,White
2021-05-07T20:35:56.189Z,45-54,Education (Higher Education),Adjunct Professor,45000,0,USD,,United States,California,Sacramento,8 - 10 years,8 - 10 years,PhD,Woman,White
2021-05-07T20:39:53.246Z,35-44,Health care,Nurse Manager,88000,0,USD,,United States,Indiana,Indianapolis,8 - 10 years,8 - 10 years,College degree,Woman,White
2021-05-07T20:41:20.559Z,55-64,Computing or Tech,Delivery Manager,117000,0,USD,,United States,New Jersey,N/A,21 - 30 years,21 - 30 years,Master's degree,Man,White
2021-05-07T20:52:03.038Z,25-34,Health care,Resident Physician,60275,6028,USD,,United States,Michigan,Ann Arbor,2 - 4 years,1 year or less,"Professional degree (MD, JD, etc.)",Man,Asian or Asian American
2021-05-07T20:59:01.649Z,25-34,Computing or Tech,Performance Marketing Lead,65000,4000,EUR,,Finland,,Helsinki,8 - 10 years,8 - 10 years,High School,Woman,White
